Row,Flag,Question,Answer,Category,Reason
221,#yellowflag,SERVICE CONTINUITY AND DISASTER RECOVERYSCDR 7.4 The solution is backed up on a minimum schedule of:? Daily Incremental Backups; and? Weekly Full Backups.,"? yes at platform level, at solution level agency to devise their own backup plan/strategy",ACCURATE,Aligns with CMDT and Spring '26 docs
223,#redflag,4.2 ? Solution must be hosted in NSW government approved data centres.," - NSW Government approved data centre is GovDC, our services are provided from public cloud I.e. AWS and not GovDC",ACCURATE,Aligns with CMDT and Spring '26 docs
224,#redflag,5.6FUNCTIONAL REQUIREMENTSDocument uploadClient documents are to be virus scanned and suspicious files are managed according to LANSW's policy.#[,"]We do not scan files uploaded to SF services by agencies, this can be achieved through our partner such as F-Secure",ACCURATE,Aligns with CMDT and Spring '26 docs
226,#redflag,"Hosting and data StorageSolution must be hosted in NSW, government and LANSW approved data centres.#[","]NSW Government approved data centre is GovDC, our services are provided from public cloud I.e. AWS and not GovDC",ACCURATE,Aligns with CMDT and Spring '26 docs
228,#yellowflag,PerformanceWorkload Patterns - General Performance Expectations is under 2 seconds. The sizing assumption upon which the solution will be based 200-500 concurrent users Implication: The concurrent num,Our standard assumption around performance applies here,ACCURATE,Aligns with CMDT and Spring '26 docs
230,#redflag,1.3.3. Recoverability requirementsNFRC01- Have a return to service time of less than 1 hour,??- does not meet our standard RTO,ACCURATE,Aligns with CMDT and Spring '26 docs
232,#redflag,1.3.7. Hosting requirementsNF HO 02 Data sovereignty must be retained in Australia,"except for IS, Marketing cloud is hosted outside Australia#commentCommerce Cloud I&amp;S document says that B2B is on AWS/Australia and B2C ishosted in Australia, but need to validate.",ACCURATE,Aligns with CMDT and Spring '26 docs
233,#yellowflag,"34. Compliance with legislation34.1.1. Any successful Tenderer, including subcontractors, to the Commonwealth must comply with all applicable legislation","This is more agency specific, we will be able to provide a standard response.",ACCURATE,Aligns with CMDT and Spring '26 docs
234,#redflag,35. Standards35.1.1. The Tenderer must ensure that any goods and services proposed comply with all applicable Australian standards (or in its absence an international standard) including any requireme,Right to Audit clause applies here. This is based on the requirements marked in Bold,ACCURATE,Aligns with CMDT and Spring '26 docs
236,#redflag,NFRC02- Have data loss of less than 1 hour of entered data,?- Does not meet our standard RPO,ACCURATE,Aligns with CMDT and Spring '26 docs
239,#redflag,"8.3. SecurityResponses must indicate if the solution has already been assessed as being compliant with standards such as the Australian Government Information Security Manual, or the Australian Cyber "," - MC is not IRAP assessed or Essential 8. But we can respond to this on our plans to meet this, more of a forward looking statement since this is EOI",ACCURATE,Aligns with CMDT and Spring '26 docs
240,#redflag,"8.4. PrivacyWhere data centres outside of Australia are currently used, responses should indicate if the Respondent is willing to work towards providing the solution hosted within an accredited Austra",]?- This will be forward looking statement on Hyperforce in Australia,ACCURATE,Aligns with CMDT and Spring '26 docs
243,#redflag,ComplianceNFR-112 - Data SovereigntyProcessing and storage of Waka Kotahi data in offshore cloud services will be restricted to regional jurisdictions (countries) approved for use by Waka Kotahi. All ," - This may be redflag for Marketing cloud, though MC will be coming in the region soon, we cannot provide forward looking statements in our response. LOI can be proposed from legal for any deals and there is a process ""https://salesforce.quip.com/vq95Aje8iNhy"" alt=""https://salesforce.quip.com/vq95A",ACCURATE,Aligns with CMDT and Spring '26 docs
244,#redflag,ImmunityNFR-50 File Upload ProtectionFile content will be screened for malware during upload through web applications and during uploads into file stores.? MIME based file upload restrictions applied ,"Our Standard assumption, we do not scan file uploads, agencies can leverage our AppExchange partners to scan for files",ACCURATE,Aligns with CMDT and Spring '26 docs
246,#redflag,"RecoverabilityNFR-5 Disaster Recovery PlanThe solution will have a Disaster Recovery plan that includes backup and restore processes, integrity check on backups and restores and periodic DR testing.Th", - out standard exception around RPO 4 hours and RTO 12 hours apply here. Marketing Cloud we do not commit to RTO and RPO,ACCURATE,Aligns with CMDT and Spring '26 docs
248,#redflag,11.5 Audit During Maintenance Period11.5.1 to 11.5.4, - Right to audit clause applies here and we follow our own process to remediate any finings as per our policy and procedure and not as defined by the agency,ACCURATE,Aligns with CMDT and Spring '26 docs
249,#redflag,"2. Information Handling2.1 The Contractor shall not transfer security-classified information or personal data held in connection with the Contract Singapore, or allow parties outside Singapore to have", - MC Services are offered outside of Singapore and data will be stored outside Australia (except for tokenisation option) and will be only accessed as authorised by agency.,ACCURATE,Aligns with CMDT and Spring '26 docs
250,#redflag,2. System Environment2.1 The Contractor shall propose the tools and platforms within the Stack to be hosted within a cloud-based environment that is based in Singapore.," - MC cloud is not hosted in Singapore. There are options within SFMC where the solution can be configured, so data remains within the country.",ACCURATE,Aligns with CMDT and Spring '26 docs
251,#redflag,4.5 NLB reserves the right to engage an independent and competent third-party assessor/security reviewer to conduct a security review (including follow-up review) of the Solution and processes before ," - Right to audit clause applies here, which can be negotiated as part of contract negotiations",ACCURATE,Aligns with CMDT and Spring '26 docs
252,#redflag,51.2.2 Audit by the Authority, - Right to Audit clause applies here which can be negotiated as part of the contract.,ACCURATE,Aligns with CMDT and Spring '26 docs
253,#redflag,"51A.4 If there is any occurrence of a Security Breach Event, the Contractor shall, at no cost to the Authority:(b) within forty-eight (48) hours of such occurrence, prepare and provide the Authority w", - We do not provide timeline,ACCURATE,Aligns with CMDT and Spring '26 docs
254,#redflag,51A.5 The Incident Report shall set out:, We cannot agree to these clauses as specified in this document,ACCURATE,Aligns with CMDT and Spring '26 docs
255,#redflag,"51A.6 In the case where the Security Breach Event that occurred originated from any software, infrastructure or services that a Third Party Supplier had provided as part of the System or any Services ", - We cannot agree to these clauses as specified in this document,ACCURATE,Aligns with CMDT and Spring '26 docs
